trip_id,stop_id,arrival_time,departure_time,timepoint,stop_sequence,stop_headsign,route_short_name,pickup_type,drop_off_type,shape_dist_traveled
93,created_stop_4,13:51:48,13:51:48,,3,,,,,
93,created_stop_5,13:53:35,13:53:35,,4,,,,,
94,created_stop_1,13:50:00,13:50:00,,0,,,,,
94,created_stop_2,13:52:26,13:52:26,,1,,,,,
94,created_stop_3,13:55:08,13:55:08,,2,,,,,
94,created_stop_4,13:56:48,13:56:48,,3,,,,,
94,created_stop_5,13:58:35,13:58:35,,4,,,,,
95,created_stop_1,13:55:00,13:55:00,,0,,,,,
95,created_stop_2,13:57:26,13:57:26,,1,,,,,
95,created_stop_3,14:00:08,14:00:08,,2,,,,,
95,created_stop_4,14:01:48,14:01:48,,3,,,,,
95,created_stop_5,14:03:35,14:03:35,,4,,,,,
96,created_stop_1,14:00:00,14:00:00,,0,,,,,
96,created_stop_2,14:02:26,14:02:26,,1,,,,,
96,created_stop_3,14:05:08,14:05:08,,2,,,,,
96,created_stop_4,14:06:48,14:06:48,,3,,,,,
96,created_stop_5,14:08:35,14:08:35,,4,,,,,
97,created_stop_1,14:05:00,14:05:00,,0,,,,,
97,created_stop_2,14:07:26,14:07:26,,1,,,,,
97,created_stop_3,14:10:08,14:10:08,,2,,,,,
97,created_stop_4,14:11:48,14:11:48,,3,,,,,
97,created_stop_5,14:13:35,14:13:35,,4,,,,,
98,created_stop_1,14:10:00,14:10:00,,0,,,,,
98,created_stop_2,14:12:26,14:12:26,,1,,,,,
98,created_stop_3,14:15:08,14:15:08,,2,,,,,
98,created_stop_4,14:16:48,14:16:48,,3,,,,,
98,created_stop_5,14:18:35,14:18:35,,4,,,,,
99,created_stop_1,14:15:00,14:15:00,,0,,,,,
99,created_stop_2,14:17:26,14:17:26,,1,,,,,
99,created_stop_3,14:20:08,14:20:08,,2,,,,,
99,created_stop_4,14:21:48,14:21:48,,3,,,,,
99,created_stop_5,14:23:35,14:23:35,,4,,,,,
100,created_stop_1,14:20:00,14:20:00,,0,,,,,
100,created_stop_2,14:22:26,14:22:26,,1,,,,,
100,created_stop_3,14:25:08,14:25:08,,2,,,,,
100,created_stop_4,14:26:48,14:26:48,,3,,,,,
100,created_stop_5,14:28:35,14:28:35,,4,,,,,
101,created_stop_1,14:25:00,14:25:00,,0,,,,,
101,created_stop_2,14:27:26,14:27:26,,1,,,,,
101,created_stop_3,14:30:08,14:30:08,,2,,,,,
101,created_stop_4,14:31:48,14:31:48,,3,,,,,
101,created_stop_5,14:33:35,14:33:35,,4,,,,,
102,created_stop_1,14:30:00,14:30:00,,0,,,,,
102,created_stop_2,14:32:26,14:32:26,,1,,,,,
102,created_stop_3,14:35:08,14:35:08,,2,,,,,
102,created_stop_4,14:36:48,14:36:48,,3,,,,,
102,created_stop_5,14:38:35,14:38:35,,4,,,,,
103,created_stop_1,14:35:00,14:35:00,,0,,,,,
103,created_stop_2,14:37:26,14:37:26,,1,,,,,
103,created_stop_3,14:40:08,14:40:08,,2,,,,,
103,created_stop_4,14:41:48,14:41:48,,3,,,,,
103,created_stop_5,14:43:35,14:43:35,,4,,,,,
104,created_stop_1,14:40:00,14:40:00,,0,,,,,
104,created_stop_2,14:42:26,14:42:26,,1,,,,,
104,created_stop_3,14:45:08,14:45:08,,2,,,,,
104,created_stop_4,14:46:48,14:46:48,,3,,,,,
104,created_stop_5,14:48:35,14:48:35,,4,,,,,
105,created_stop_1,14:45:00,14:45:00,,0,,,,,
105,created_stop_2,14:47:26,14:47:26,,1,,,,,
105,created_stop_3,14:50:08,14:50:08,,2,,,,,
105,created_stop_4,14:51:48,14:51:48,,3,,,,,
105,created_stop_5,14:53:35,14:53:35,,4,,,,,
106,created_stop_1,14:50:00,14:50:00,,0,,,,,
106,created_stop_2,14:52:26,14:52:26,,1,,,,,
106,created_stop_3,14:55:08,14:55:08,,2,,,,,
106,created_stop_4,14:56:48,14:56:48,,3,,,,,
106,created_stop_5,14:58:35,14:58:35,,4,,,,,
107,created_stop_1,14:55:00,14:55:00,,0,,,,,
107,created_stop_2,14:57:26,14:57:26,,1,,,,,
107,created_stop_3,15:00:08,15:00:08,,2,,,,,
107,created_stop_4,15:01:48,15:01:48,,3,,,,,
107,created_stop_5,15:03:35,15:03:35,,4,,,,,
108,created_stop_1,15:00:00,15:00:00,,0,,,,,
108,created_stop_2,15:02:26,15:02:26,,1,,,,,
108,created_stop_3,15:05:08,15:05:08,,2,,,,,
108,created_stop_4,15:06:48,15:06:48,,3,,,,,
108,created_stop_5,15:08:35,15:08:35,,4,,,,,
109,created_stop_1,15:05:00,15:05:00,,0,,,,,
109,created_stop_2,15:07:26,15:07:26,,1,,,,,
109,created_stop_3,15:10:08,15:10:08,,2,,,,,
109,created_stop_4,15:11:48,15:11:48,,3,,,,,
109,created_stop_5,15:13:35,15:13:35,,4,,,,,
110,created_stop_1,15:10:00,15:10:00,,0,,,,,
110,created_stop_2,15:12:26,15:12:26,,1,,,,,
110,created_stop_3,15:15:08,15:15:08,,2,,,,,
110,created_stop_4,15:16:48,15:16:48,,3,,,,,
110,created_stop_5,15:18:35,15:18:35,,4,,,,,
111,created_stop_1,15:15:00,15:15:00,,0,,,,,
111,created_stop_2,15:17:26,15:17:26,,1,,,,,
111,created_stop_3,15:20:08,15:20:08,,2,,,,,
111,created_stop_4,15:21:48,15:21:48,,3,,,,,
111,created_stop_5,15:23:35,15:23:35,,4,,,,,
112,created_stop_1,15:20:00,15:20:00,,0,,,,,
112,created_stop_2,15:22:26,15:22:26,,1,,,,,
112,created_stop_3,15:25:08,15:25:08,,2,,,,,
112,created_stop_4,15:26:48,15:26:48,,3,,,,,
112,created_stop_5,15:28:35,15:28:35,,4,,,,,
113,created_stop_1,15:25:00,15:25:00,,0,,,,,
113,created_stop_2,15:27:26,15:27:26,,1,,,,,
113,created_stop_3,15:30:08,15:30:08,,2,,,,,
113,created_stop_4,15:31:48,15:31:48,,3,,,,,
113,created_stop_5,15:33:35,15:33:35,,4,,,,,
114,created_stop_1,15:30:00,15:30:00,,0,,,,,
114,created_stop_2,15:32:26,15:32:26,,1,,,,,
114,created_stop_3,15:35:08,15:35:08,,2,,,,,
114,created_stop_4,15:36:48,15:36:48,,3,,,,,
114,created_stop_5,15:38:35,15:38:35,,4,,,,,
115,created_stop_1,15:35:00,15:35:00,,0,,,,,
115,created_stop_2,15:37:26,15:37:26,,1,,,,,
115,created_stop_3,15:40:08,15:40:08,,2,,,,,
115,created_stop_4,15:41:48,15:41:48,,3,,,,,
115,created_stop_5,15:43:35,15:43:35,,4,,,,,
116,created_stop_1,15:40:00,15:40:00,,0,,,,,
116,created_stop_2,15:42:26,15:42:26,,1,,,,,
116,created_stop_3,15:45:08,15:45:08,,2,,,,,
116,created_stop_4,15:46:48,15:46:48,,3,,,,,
116,created_stop_5,15:48:35,15:48:35,,4,,,,,
117,created_stop_1,15:45:00,15:45:00,,0,,,,,
117,created_stop_2,15:47:26,15:47:26,,1,,,,,
117,created_stop_3,15:50:08,15:50:08,,2,,,,,
117,created_stop_4,15:51:48,15:51:48,,3,,,,,
117,created_stop_5,15:53:35,15:53:35,,4,,,,,
118,created_stop_1,15:50:00,15:50:00,,0,,,,,
118,created_stop_2,15:52:26,15:52:26,,1,,,,,
118,created_stop_3,15:55:08,15:55:08,,2,,,,,
118,created_stop_4,15:56:48,15:56:48,,3,,,,,
118,created_stop_5,15:58:35,15:58:35,,4,,,,,
119,created_stop_1,15:55:00,15:55:00,,0,,,,,
119,created_stop_2,15:57:26,15:57:26,,1,,,,,
119,created_stop_3,16:00:08,16:00:08,,2,,,,,
119,created_stop_4,16:01:48,16:01:48,,3,,,,,
119,created_stop_5,16:03:35,16:03:35,,4,,,,,
120,created_stop_1,16:00:00,16:00:00,,0,,,,,
120,created_stop_2,16:02:26,16:02:26,,1,,,,,
120,created_stop_3,16:05:08,16:05:08,,2,,,,,
120,created_stop_4,16:06:48,16:06:48,,3,,,,,
120,created_stop_5,16:08:35,16:08:35,,4,,,,,
121,created_stop_1,16:05:00,16:05:00,,0,,,,,
121,created_stop_2,16:07:26,16:07:26,,1,,,,,
121,created_stop_3,16:10:08,16:10:08,,2,,,,,
121,created_stop_4,16:11:48,16:11:48,,3,,,,,
121,created_stop_5,16:13:35,16:13:35,,4,,,,,
122,created_stop_1,16:10:00,16:10:00,,0,,,,,
122,created_stop_2,16:12:26,16:12:26,,1,,,,,
122,created_stop_3,16:15:08,16:15:08,,2,,,,,
122,created_stop_4,16:16:48,16:16:48,,3,,,,,
122,created_stop_5,16:18:35,16:18:35,,4,,,,,
123,created_stop_1,16:15:00,16:15:00,,0,,,,,
123,created_stop_2,16:17:26,16:17:26,,1,,,,,
123,created_stop_3,16:20:08,16:20:08,,2,,,,,
123,created_stop_4,16:21:48,16:21:48,,3,,,,,
123,created_stop_5,16:23:35,16:23:35,,4,,,,,
124,created_stop_1,16:20:00,16:20:00,,0,,,,,
124,created_stop_2,16:22:26,16:22:26,,1,,,,,
124,created_stop_3,16:25:08,16:25:08,,2,,,,,
124,created_stop_4,16:26:48,16:26:48,,3,,,,,
124,created_stop_5,16:28:35,16:28:35,,4,,,,,
125,created_stop_1,16:25:00,16:25:00,,0,,,,,
125,created_stop_2,16:27:26,16:27:26,,1,,,,,
125,created_stop_3,16:30:08,16:30:08,,2,,,,,
125,created_stop_4,16:31:48,16:31:48,,3,,,,,
125,created_stop_5,16:33:35,16:33:35,,4,,,,,
126,created_stop_1,16:30:00,16:30:00,,0,,,,,
126,created_stop_2,16:32:26,16:32:26,,1,,,,,
126,created_stop_3,16:35:08,16:35:08,,2,,,,,
126,created_stop_4,16:36:48,16:36:48,,3,,,,,
126,created_stop_5,16:38:35,16:38:35,,4,,,,,
127,created_stop_1,16:35:00,16:35:00,,0,,,,,
127,created_stop_2,16:37:26,16:37:26,,1,,,,,
127,created_stop_3,16:40:08,16:40:08,,2,,,,,
127,created_stop_4,16:41:48,16:41:48,,3,,,,,
127,created_stop_5,16:43:35,16:43:35,,4,,,,,
128,created_stop_1,16:40:00,16:40:00,,0,,,,,
128,created_stop_2,16:42:26,16:42:26,,1,,,,,
128,created_stop_3,16:45:08,16:45:08,,2,,,,,
128,created_stop_4,16:46:48,16:46:48,,3,,,,,
128,created_stop_5,16:48:35,16:48:35,,4,,,,,
129,created_stop_1,16:45:00,16:45:00,,0,,,,,
129,created_stop_2,16:47:26,16:47:26,,1,,,,,
129,created_stop_3,16:50:08,16:50:08,,2,,,,,
129,created_stop_4,16:51:48,16:51:48,,3,,,,,
129,created_stop_5,16:53:35,16:53:35,,4,,,,,
130,created_stop_1,16:50:00,16:50:00,,0,,,,,
130,created_stop_2,16:52:26,16:52:26,,1,,,,,
130,created_stop_3,16:55:08,16:55:08,,2,,,,,
130,created_stop_4,16:56:48,16:56:48,,3,,,,,
130,created_stop_5,16:58:35,16:58:35,,4,,,,,
131,created_stop_1,16:55:00,16:55:00,,0,,,,,
131,created_stop_2,16:57:26,16:57:26,,1,,,,,
131,created_stop_3,17:00:08,17:00:08,,2,,,,,
131,created_stop_4,17:01:48,17:01:48,,3,,,,,
131,created_stop_5,17:03:35,17:03:35,,4,,,,,
132,created_stop_1,17:00:00,17:00:00,,0,,,,,
132,created_stop_2,17:02:26,17:02:26,,1,,,,,
132,created_stop_3,17:05:08,17:05:08,,2,,,,,
132,created_stop_4,17:06:48,17:06:48,,3,,,,,
132,created_stop_5,17:08:35,17:08:35,,4,,,,,
133,created_stop_1,17:05:00,17:05:00,,0,,,,,
133,created_stop_2,17:07:26,17:07:26,,1,,,,,
133,created_stop_3,17:10:08,17:10:08,,2,,,,,
133,created_stop_4,17:11:48,17:11:48,,3,,,,,
133,created_stop_5,17:13:35,17:13:35,,4,,,,,
134,created_stop_1,17:10:00,17:10:00,,0,,,,,
134,created_stop_2,17:12:26,17:12:26,,1,,,,,
134,created_stop_3,17:15:08,17:15:08,,2,,,,,
134,created_stop_4,17:16:48,17:16:48,,3,,,,,
134,created_stop_5,17:18:35,17:18:35,,4,,,,,
135,created_stop_1,17:15:00,17:15:00,,0,,,,,
135,created_stop_2,17:17:26,17:17:26,,1,,,,,
135,created_stop_3,17:20:08,17:20:08,,2,,,,,
135,created_stop_4,17:21:48,17:21:48,,3,,,,,
135,created_stop_5,17:23:35,17:23:35,,4,,,,,
136,created_stop_1,17:20:00,17:20:00,,0,,,,,
136,created_stop_2,17:22:26,17:22:26,,1,,,,,
136,created_stop_3,17:25:08,17:25:08,,2,,,,,
136,created_stop_4,17:26:48,17:26:48,,3,,,,,
136,created_stop_5,17:28:35,17:28:35,,4,,,,,
137,created_stop_1,17:25:00,17:25:00,,0,,,,,
137,created_stop_2,17:27:26,17:27:26,,1,,,,,
137,created_stop_3,17:30:08,17:30:08,,2,,,,,
137,created_stop_4,17:31:48,17:31:48,,3,,,,,
137,created_stop_5,17:33:35,17:33:35,,4,,,,,
138,created_stop_1,17:30:00,17:30:00,,0,,,,,
138,created_stop_2,17:32:26,17:32:26,,1,,,,,
138,created_stop_3,17:35:08,17:35:08,,2,,,,,
138,created_stop_4,17:36:48,17:36:48,,3,,,,,
138,created_stop_5,17:38:35,17:38:35,,4,,,,,
139,created_stop_1,17:35:00,17:35:00,,0,,,,,
139,created_stop_2,17:37:26,17:37:26,,1,,,,,
139,created_stop_3,17:40:08,17:40:08,,2,,,,,
139,created_stop_4,17:41:48,17:41:48,,3,,,,,
139,created_stop_5,17:43:35,17:43:35,,4,,,,,
140,created_stop_1,17:40:00,17:40:00,,0,,,,,
140,created_stop_2,17:42:26,17:42:26,,1,,,,,
140,created_stop_3,17:45:08,17:45:08,,2,,,,,
140,created_stop_4,17:46:48,17:46:48,,3,,,,,
140,created_stop_5,17:48:35,17:48:35,,4,,,,,
141,created_stop_1,17:45:00,17:45:00,,0,,,,,
141,created_stop_2,17:47:26,17:47:26,,1,,,,,
141,created_stop_3,17:50:08,17:50:08,,2,,,,,
141,created_stop_4,17:51:48,17:51:48,,3,,,,,
141,created_stop_5,17:53:35,17:53:35,,4,,,,,
142,created_stop_1,17:50:00,17:50:00,,0,,,,,
142,created_stop_2,17:52:26,17:52:26,,1,,,,,
142,created_stop_3,17:55:08,17:55:08,,2,,,,,
142,created_stop_4,17:56:48,17:56:48,,3,,,,,
142,created_stop_5,17:58:35,17:58:35,,4,,,,,
143,created_stop_1,17:55:00,17:55:00,,0,,,,,
143,created_stop_2,17:57:26,17:57:26,,1,,,,,
143,created_stop_3,18:00:08,18:00:08,,2,,,,,
143,created_stop_4,18:01:48,18:01:48,,3,,,,,
143,created_stop_5,18:03:35,18:03:35,,4,,,,,
144,created_stop_1,18:00:00,18:00:00,,0,,,,,
144,created_stop_2,18:02:26,18:02:26,,1,,,,,
144,created_stop_3,18:05:08,18:05:08,,2,,,,,
144,created_stop_4,18:06:48,18:06:48,,3,,,,,
144,created_stop_5,18:08:35,18:08:35,,4,,,,,
145,created_stop_1,18:05:00,18:05:00,,0,,,,,
145,created_stop_2,18:07:26,18:07:26,,1,,,,,
145,created_stop_3,18:10:08,18:10:08,,2,,,,,
145,created_stop_4,18:11:48,18:11:48,,3,,,,,
145,created_stop_5,18:13:35,18:13:35,,4,,,,,
146,created_stop_1,18:10:00,18:10:00,,0,,,,,
146,created_stop_2,18:12:26,18:12:26,,1,,,,,
146,created_stop_3,18:15:08,18:15:08,,2,,,,,
146,created_stop_4,18:16:48,18:16:48,,3,,,,,
146,created_stop_5,18:18:35,18:18:35,,4,,,,,
147,created_stop_1,18:15:00,18:15:00,,0,,,,,
147,created_stop_2,18:17:26,18:17:26,,1,,,,,
147,created_stop_3,18:20:08,18:20:08,,2,,,,,
147,created_stop_4,18:21:48,18:21:48,,3,,,,,
147,created_stop_5,18:23:35,18:23:35,,4,,,,,
148,created_stop_1,18:20:00,18:20:00,,0,,,,,
148,created_stop_2,18:22:26,18:22:26,,1,,,,,
148,created_stop_3,18:25:08,18:25:08,,2,,,,,
148,created_stop_4,18:26:48,18:26:48,,3,,,,,
148,created_stop_5,18:28:35,18:28:35,,4,,,,,
149,created_stop_1,18:25:00,18:25:00,,0,,,,,
149,created_stop_2,18:27:26,18:27:26,,1,,,,,
149,created_stop_3,18:30:08,18:30:08,,2,,,,,
149,created_stop_4,18:31:48,18:31:48,,3,,,,,
149,created_stop_5,18:33:35,18:33:35,,4,,,,,
150,created_stop_1,18:30:00,18:30:00,,0,,,,,
150,created_stop_2,18:32:26,18:32:26,,1,,,,,
150,created_stop_3,18:35:08,18:35:08,,2,,,,,
150,created_stop_4,18:36:48,18:36:48,,3,,,,,
150,created_stop_5,18:38:35,18:38:35,,4,,,,,
151,created_stop_1,18:35:00,18:35:00,,0,,,,,
151,created_stop_2,18:37:26,18:37:26,,1,,,,,
151,created_stop_3,18:40:08,18:40:08,,2,,,,,
151,created_stop_4,18:41:48,18:41:48,,3,,,,,
151,created_stop_5,18:43:35,18:43:35,,4,,,,,
152,created_stop_1,18:40:00,18:40:00,,0,,,,,
152,created_stop_2,18:42:26,18:42:26,,1,,,,,
152,created_stop_3,18:45:08,18:45:08,,2,,,,,
152,created_stop_4,18:46:48,18:46:48,,3,,,,,
152,created_stop_5,18:48:35,18:48:35,,4,,,,,
153,created_stop_1,18:45:00,18:45:00,,0,,,,,
153,created_stop_2,18:47:26,18:47:26,,1,,,,,
153,created_stop_3,18:50:08,18:50:08,,2,,,,,
153,created_stop_4,18:51:48,18:51:48,,3,,,,,
153,created_stop_5,18:53:35,18:53:35,,4,,,,,
154,created_stop_1,18:50:00,18:50:00,,0,,,,,
154,created_stop_2,18:52:26,18:52:26,,1,,,,,
154,created_stop_3,18:55:08,18:55:08,,2,,,,,
154,created_stop_4,18:56:48,18:56:48,,3,,,,,
154,created_stop_5,18:58:35,18:58:35,,4,,,,,
155,created_stop_1,18:55:00,18:55:00,,0,,,,,
155,created_stop_2,18:57:26,18:57:26,,1,,,,,
155,created_stop_3,19:00:08,19:00:08,,2,,,,,
155,created_stop_4,19:01:48,19:01:48,,3,,,,,
155,created_stop_5,19:03:35,19:03:35,,4,,,,,
156,created_stop_1,19:00:00,19:00:00,,0,,,,,
156,created_stop_2,19:02:26,19:02:26,,1,,,,,
156,created_stop_3,19:05:08,19:05:08,,2,,,,,
156,created_stop_4,19:06:48,19:06:48,,3,,,,,
156,created_stop_5,19:08:35,19:08:35,,4,,,,,
157,created_stop_1,19:05:00,19:05:00,,0,,,,,
157,created_stop_2,19:07:26,19:07:26,,1,,,,,
157,created_stop_3,19:10:08,19:10:08,,2,,,,,
157,created_stop_4,19:11:48,19:11:48,,3,,,,,
157,created_stop_5,19:13:35,19:13:35,,4,,,,,
158,created_stop_1,19:10:00,19:10:00,,0,,,,,
158,created_stop_2,19:12:26,19:12:26,,1,,,,,
158,created_stop_3,19:15:08,19:15:08,,2,,,,,
158,created_stop_4,19:16:48,19:16:48,,3,,,,,
158,created_stop_5,19:18:35,19:18:35,,4,,,,,
159,created_stop_1,19:15:00,19:15:00,,0,,,,,
159,created_stop_2,19:17:26,19:17:26,,1,,,,,
159,created_stop_3,19:20:08,19:20:08,,2,,,,,
159,created_stop_4,19:21:48,19:21:48,,3,,,,,
159,created_stop_5,19:23:35,19:23:35,,4,,,,,
160,created_stop_1,19:20:00,19:20:00,,0,,,,,
160,created_stop_2,19:22:26,19:22:26,,1,,,,,
160,created_stop_3,19:25:08,19:25:08,,2,,,,,
160,created_stop_4,19:26:48,19:26:48,,3,,,,,
160,created_stop_5,19:28:35,19:28:35,,4,,,,,
161,created_stop_1,19:25:00,19:25:00,,0,,,,,
161,created_stop_2,19:27:26,19:27:26,,1,,,,,
161,created_stop_3,19:30:08,19:30:08,,2,,,,,
161,created_stop_4,19:31:48,19:31:48,,3,,,,,
161,created_stop_5,19:33:35,19:33:35,,4,,,,,
162,created_stop_1,19:30:00,19:30:00,,0,,,,,
162,created_stop_2,19:32:26,19:32:26,,1,,,,,
162,created_stop_3,19:35:08,19:35:08,,2,,,,,
162,created_stop_4,19:36:48,19:36:48,,3,,,,,
162,created_stop_5,19:38:35,19:38:35,,4,,,,,
163,created_stop_1,19:35:00,19:35:00,,0,,,,,
163,created_stop_2,19:37:26,19:37:26,,1,,,,,
163,created_stop_3,19:40:08,19:40:08,,2,,,,,
163,created_stop_4,19:41:48,19:41:48,,3,,,,,
163,created_stop_5,19:43:35,19:43:35,,4,,,,,
164,created_stop_1,19:40:00,19:40:00,,0,,,,,
164,created_stop_2,19:42:26,19:42:26,,1,,,,,
164,created_stop_3,19:45:08,19:45:08,,2,,,,,
164,created_stop_4,19:46:48,19:46:48,,3,,,,,
164,created_stop_5,19:48:35,19:48:35,,4,,,,,
165,created_stop_1,19:45:00,19:45:00,,0,,,,,
165,created_stop_2,19:47:26,19:47:26,,1,,,,,
165,created_stop_3,19:50:08,19:50:08,,2,,,,,
165,created_stop_4,19:51:48,19:51:48,,3,,,,,
165,created_stop_5,19:53:35,19:53:35,,4,,,,,
166,created_stop_1,19:50:00,19:50:00,,0,,,,,
166,created_stop_2,19:52:26,19:52:26,,1,,,,,
166,created_stop_3,19:55:08,19:55:08,,2,,,,,
166,created_stop_4,19:56:48,19:56:48,,3,,,,,
166,created_stop_5,19:58:35,19:58:35,,4,,,,,
167,created_stop_1,19:55:00,19:55:00,,0,,,,,
167,created_stop_2,19:57:26,19:57:26,,1,,,,,
167,created_stop_3,20:00:08,20:00:08,,2,,,,,
167,created_stop_4,20:01:48,20:01:48,,3,,,,,
167,created_stop_5,20:03:35,20:03:35,,4,,,,,
168,created_stop_1,20:00:00,20:00:00,,0,,,,,
168,created_stop_2,20:02:26,20:02:26,,1,,,,,
168,created_stop_3,20:05:08,20:05:08,,2,,,,,
168,created_stop_4,20:06:48,20:06:48,,3,,,,,
168,created_stop_5,20:08:35,20:08:35,,4,,,,,
169,created_stop_1,20:05:00,20:05:00,,0,,,,,
169,created_stop_2,20:07:26,20:07:26,,1,,,,,
169,created_stop_3,20:10:08,20:10:08,,2,,,,,
169,created_stop_4,20:11:48,20:11:48,,3,,,,,
169,created_stop_5,20:13:35,20:13:35,,4,,,,,
170,created_stop_1,20:10:00,20:10:00,,0,,,,,
170,created_stop_2,20:12:26,20:12:26,,1,,,,,
170,created_stop_3,20:15:08,20:15:08,,2,,,,,
170,created_stop_4,20:16:48,20:16:48,,3,,,,,
170,created_stop_5,20:18:35,20:18:35,,4,,,,,
171,created_stop_1,20:15:00,20:15:00,,0,,,,,
171,created_stop_2,20:17:26,20:17:26,,1,,,,,
171,created_stop_3,20:20:08,20:20:08,,2,,,,,
171,created_stop_4,20:21:48,20:21:48,,3,,,,,
171,created_stop_5,20:23:35,20:23:35,,4,,,,,
172,created_stop_1,20:20:00,20:20:00,,0,,,,,
172,created_stop_2,20:22:26,20:22:26,,1,,,,,
172,created_stop_3,20:25:08,20:25:08,,2,,,,,
172,created_stop_4,20:26:48,20:26:48,,3,,,,,
172,created_stop_5,20:28:35,20:28:35,,4,,,,,
173,created_stop_1,20:25:00,20:25:00,,0,,,,,
173,created_stop_2,20:27:26,20:27:26,,1,,,,,
173,created_stop_3,20:30:08,20:30:08,,2,,,,,
173,created_stop_4,20:31:48,20:31:48,,3,,,,,
173,created_stop_5,20:33:35,20:33:35,,4,,,,,
174,created_stop_1,20:30:00,20:30:00,,0,,,,,
174,created_stop_2,20:32:26,20:32:26,,1,,,,,
174,created_stop_3,20:35:08,20:35:08,,2,,,,,
174,created_stop_4,20:36:48,20:36:48,,3,,,,,
174,created_stop_5,20:38:35,20:38:35,,4,,,,,
175,created_stop_1,20:35:00,20:35:00,,0,,,,,
175,created_stop_2,20:37:26,20:37:26,,1,,,,,
175,created_stop_3,20:40:08,20:40:08,,2,,,,,
175,created_stop_4,20:41:48,20:41:48,,3,,,,,
175,created_stop_5,20:43:35,20:43:35,,4,,,,,
176,created_stop_1,20:40:00,20:40:00,,0,,,,,
176,created_stop_2,20:42:26,20:42:26,,1,,,,,
176,created_stop_3,20:45:08,20:45:08,,2,,,,,
176,created_stop_4,20:46:48,20:46:48,,3,,,,,
176,created_stop_5,20:48:35,20:48:35,,4,,,,,
177,created_stop_1,20:45:00,20:45:00,,0,,,,,
177,created_stop_2,20:47:26,20:47:26,,1,,,,,
177,created_stop_3,20:50:08,20:50:08,,2,,,,,
177,created_stop_4,20:51:48,20:51:48,,3,,,,,
177,created_stop_5,20:53:35,20:53:35,,4,,,,,
178,created_stop_1,20:50:00,20:50:00,,0,,,,,
178,created_stop_2,20:52:26,20:52:26,,1,,,,,
178,created_stop_3,20:55:08,20:55:08,,2,,,,,
178,created_stop_4,20:56:48,20:56:48,,3,,,,,
178,created_stop_5,20:58:35,20:58:35,,4,,,,,
179,created_stop_1,20:55:00,20:55:00,,0,,,,,
179,created_stop_2,20:57:26,20:57:26,,1,,,,,
179,created_stop_3,21:00:08,21:00:08,,2,,,,,
179,created_stop_4,21:01:48,21:01:48,,3,,,,,
179,created_stop_5,21:03:35,21:03:35,,4,,,,,
180,created_stop_1,21:00:00,21:00:00,,0,,,,,
180,created_stop_2,21:02:26,21:02:26,,1,,,,,
180,created_stop_3,21:05:08,21:05:08,,2,,,,,
180,created_stop_4,21:06:48,21:06:48,,3,,,,,
180,created_stop_5,21:08:35,21:08:35,,4,,,,,
181,created_stop_1,21:05:00,21:05:00,,0,,,,,
181,created_stop_2,21:07:26,21:07:26,,1,,,,,
181,created_stop_3,21:10:08,21:10:08,,2,,,,,
181,created_stop_4,21:11:48,21:11:48,,3,,,,,
181,created_stop_5,21:13:35,21:13:35,,4,,,,,
182,created_stop_1,21:10:00,21:10:00,,0,,,,,
182,created_stop_2,21:12:26,21:12:26,,1,,,,,
182,created_stop_3,21:15:08,21:15:08,,2,,,,,
182,created_stop_4,21:16:48,21:16:48,,3,,,,,
182,created_stop_5,21:18:35,21:18:35,,4,,,,,
183,created_stop_1,21:15:00,21:15:00,,0,,,,,
183,created_stop_2,21:17:26,21:17:26,,1,,,,,
183,created_stop_3,21:20:08,21:20:08,,2,,,,,
183,created_stop_4,21:21:48,21:21:48,,3,,,,,
183,created_stop_5,21:23:35,21:23:35,,4,,,,,
184,created_stop_1,21:20:00,21:20:00,,0,,,,,
184,created_stop_2,21:22:26,21:22:26,,1,,,,,
184,created_stop_3,21:25:08,21:25:08,,2,,,,,
184,created_stop_4,21:26:48,21:26:48,,3,,,,,
184,created_stop_5,21:28:35,21:28:35,,4,,,,,
185,created_stop_1,21:25:00,21:25:00,,0,,,,,
185,created_stop_2,21:27:26,21:27:26,,1,,,,,
185,created_stop_3,21:30:08,21:30:08,,2,,,,,
185,created_stop_4,21:31:48,21:31:48,,3,,,,,
185,created_stop_5,21:33:35,21:33:35,,4,,,,,
186,created_stop_1,21:30:00,21:30:00,,0,,,,,
186,created_stop_2,21:32:26,21:32:26,,1,,,,,
186,created_stop_3,21:35:08,21:35:08,,2,,,,,
186,created_stop_4,21:36:48,21:36:48,,3,,,,,
186,created_stop_5,21:38:35,21:38:35,,4,,,,,
187,created_stop_1,21:35:00,21:35:00,,0,,,,,
187,created_stop_2,21:37:26,21:37:26,,1,,,,,
187,created_stop_3,21:40:08,21:40:08,,2,,,,,
187,created_stop_4,21:41:48,21:41:48,,3,,,,,
187,created_stop_5,21:43:35,21:43:35,,4,,,,,
188,created_stop_1,21:40:00,21:40:00,,0,,,,,
188,created_stop_2,21:42:26,21:42:26,,1,,,,,
188,created_stop_3,21:45:08,21:45:08,,2,,,,,
188,created_stop_4,21:46:48,21:46:48,,3,,,,,
188,created_stop_5,21:48:35,21:48:35,,4,,,,,
189,created_stop_1,21:45:00,21:45:00,,0,,,,,
189,created_stop_2,21:47:26,21:47:26,,1,,,,,
189,created_stop_3,21:50:08,21:50:08,,2,,,,,
