shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
nzl:south,16,52.3970542741307,4.92614507675171,29
nzl:south,17,52.3966058308172,4.92568910121918,59
nzl:south,18,52.3961606563051,4.92525994777679,58
nzl:south,19,52.3956991103414,4.9248468875885,59
nzl:south,20,52.3953684964355,4.92457330226898,41
nzl:south,21,52.3950247862837,4.92429703474045,43
nzl:south,22,52.3944748444728,4.92388397455215,67
nzl:south,23,52.3932800068007,4.9230819940567,144
nzl:south,24,52.3927726001959,4.92276012897491,61
nzl:south,25,52.3922668245812,4.92243021726608,61
nzl:south,26,52.3918265168188,4.92213785648346,53
nzl:south,27,52.3913551043828,4.92180526256561,57
nzl:south,28,52.3910146367144,4.92151021957397,43
nzl:south,29,52.3907330941586,4.92123126983643,37
nzl:south,30,52.3904531866979,4.92092818021774,37
nzl:south,31,52.3901798250669,4.92060363292694,38
nzl:south,32,52.3899801226855,4.92032468318939,29
nzl:south,33,52.3897444072366,4.91993844509125,37
nzl:south,34,52.3889685016595,4.91860270500183,125
nzl:south,35,52.3885494414984,4.91785705089569,69
nzl:south,36,52.3880665352071,4.91702020168304,78
nzl:south,37,52.3875868976276,4.9161833524704,78
nzl:south,38,52.3870728775079,4.91513729095459,91
nzl:south,39,52.3851215109731,4.91130709648132,339
nzl:south,40,52.384194909077,4.90931689739227,170
nzl:south,41,52.3831897041094,4.9071604013443,185
nzl:south,42,52.3819225238695,4.90450501441956,229
nzl:south,43,52.3813036551855,4.9031800031662,114
nzl:south,44,52.3810024037984,4.90268647670746,47
nzl:south,45,52.3803835222175,4.90194618701935,85
nzl:south,46,52.3796107266896,4.90121126174927,99
nzl:south,47,52.3778227665486,4.89969849586487,224
nzl:south,48,52.3772365880342,4.89892601966858,84
nzl:south,49,52.3768075921234,4.89835739135742,61
nzl:south,50,52.3764899359774,4.89782631397247,51
nzl:south,51,52.3760576579639,4.89709138870239,69
nzl:south,52,52.3756417501236,4.8963189125061,70
nzl:south,53,52.3745675763201,4.89490807056427,153
nzl:south,54,52.3734311505931,4.89351868629456,158
nzl:south,55,52.3730119429421,4.8932021856308,51
nzl:south,56,52.3723700235155,4.89307343959808,72
nzl:south,57,52.3719377051749,4.89305734634399,48
nzl:south,58,52.3714595299605,4.8929500579834,54
nzl:south,59,52.3706374495123,4.89273548126221,93
nzl:south,60,52.3695926319627,4.89241361618042,118
nzl:south,61,52.3690587501322,4.89234924316406,60
nzl:south,62,52.368790169103,4.89243507385254,30
nzl:south,63,52.3685183110323,4.89261746406555,33
nzl:south,64,52.3679025299387,4.89322900772095,80
nzl:south,65,52.3675913606957,4.89340603351593,37
nzl:south,66,52.3671688221095,4.8934543132782,47
nzl:south,67,52.3666676664539,4.89326119422913,57
nzl:south,68,52.3661534027795,4.8930948972702,58
nzl:south,69,52.3656194793821,4.89296615123749,60
nzl:south,70,52.3643354163259,4.89251017570496,146
nzl:south,71,52.3622683894963,4.89164650440216,237
nzl:south,72,52.3611087156181,4.89116907119751,133
nzl:south,73,52.3597164115751,4.89077210426331,157
nzl:south,74,52.3580029983882,4.89083111286163,191
nzl:south,75,52.3567580293525,4.89063799381256,139
nzl:south,76,52.3556670144943,4.89046096801758,122
nzl:south,77,52.3551133059597,4.89029467105865,63
nzl:south,78,52.3548937864547,4.89028930664062,24
nzl:south,79,52.3547168594929,4.89035367965698,20
nzl:south,80,52.3534488622061,4.8908793926239,146
nzl:south,81,52.3521644454387,4.8913300037384,146
nzl:south,82,52.3519154215415,4.89135682582855,28
nzl:south,83,52.351335452553,4.89135682582855,65
nzl:south,84,52.3509553557546,4.8914909362793,43
nzl:south,85,52.3503557136427,4.89148020744324,67
nzl:south,86,52.3497626169947,4.89143192768097,66
nzl:south,87,52.3480291563127,4.89120125770569,194
nzl:south,88,52.3463513375718,4.89100277423859,187
nzl:south,89,52.344584971304,4.89076137542725,197
nzl:south,90,52.3439917972297,4.89083111286163,66
nzl:south,91,52.343385506112,4.89091157913208,68
nzl:south,92,52.3421696215729,4.89122807979584,137
nzl:south,93,52.3410290849294,4.89144802093506,128
nzl:south,94,52.3401113904098,4.89161431789398,103
nzl:south,95,52.339468992914,4.89148557186127,72
nzl:south,96,52.339196954427,4.89132463932037,32
nzl:south,97,52.3387184248345,4.89063799381256,71
nzl:south,98,52.3385184897039,4.89009082317352,43
nzl:south,99,52.3384037724176,4.88948464393616,43
nzl:south,100,52.3383513301305,4.88892674446106,38
nzl:south,101,52.3383775512818,4.8883581161499,39
nzl:south,102,52.3385414331255,4.88758563995361,56
nzl:south,103,52.3387675890725,4.88664150238037,69
nzl:south,104,52.3391510682522,4.88494098186493,124
nzl:south,105,52.3393378902376,4.88370180130005,87
nzl:south,106,52.3394263845868,4.88284349441528,59
nzl:south,107,52.3394722704759,4.88163650035858,82
nzl:south,108,52.3394984909626,4.88091230392456,49
nzl:south,109,52.3394755480376,4.87892746925354,135
nzl:south,110,52.3394394948457,4.87795650959015,66
nzl:south,111,52.3394165518901,4.87696945667267,67
nzl:south,112,52.3393837762185,4.87578392028809,81
nzl:south,113,52.3393542780934,4.87463057041168,79
nzl:south,114,52.3392985593589,4.87331628799438,90
